Customer,Purchases,Sales,Months
4-1001429,1,264,0
4-1001430,1,488,0
4-1001432,1,668,0
4-1001434,1,1016,0
4-1001437,1,254,0
4-1001438,1,249,0
4-1001439,1,425.6,0
4-1001441,1,221.2,0
4-1001442,1,194,0
4-1001444,1,795.2,0
4-1001445,1,557.2,0
4-1001446,1,697.2,0
4-1001448,1,408,0
4-1001449,1,468,0
4-1001450,1,508,0
4-1001452,1,648,0
4-1001453,1,628,0
4-1001454,1,468,0
4-1001455,1,468,0
4-1001457,1,308,0
4-1001458,1,238.8,0
4-1001459,1,893.6,0
4-1001460,1,408,0
4-1001461,1,98,0
4-1001462,1,688,0
4-1001464,1,688.8,0
4-1001465,1,286,0
4-1001469,1,1108,0
4-1001472,1,798,0
4-1001473,1,388,0
4-1001474,1,748,0
4-1001476,1,493.2,0
4-1001477,1,1016,0
4-1001478,1,119.4,0
4-1001479,1,119.4,0
4-1001480,1,328,0
4-1001481,1,232.8,0
4-1001482,1,340.8,0
4-1001483,1,352.8,0
4-1001487,1,468,0
4-1001489,1,244.8,0
4-1001491,1,28,0
4-1001493,1,508,0
4-1001495,1,468,0
4-1001497,1,588,0
4-1001498,1,184.8,0
4-1001499,1,82,0
4-1001500,1,244.8,0
4-1001501,1,668,0
4-1001504,1,184.8,0
4-1001505,1,388,0
4-1001506,1,368,0
4-1001507,1,568,0
4-1001508,1,498,0
4-1001509,1,548,0
4-1001510,1,508,0
4-1001511,1,498,0
4-1001512,1,196,0
4-1001513,1,368,0
4-1001514,1,728.8,0
4-1001515,1,118.8,0
4-1001517,1,428,0
4-1001518,1,708,0
4-1001519,1,198,0
4-1001520,1,40,0
4-1001522,1,268.8,0
4-1001523,1,610.2,0
4-1001524,1,368,0
4-1001525,1,244.8,0
4-1001526,1,328.8,0
4-1001527,1,348,0
4-1001528,1,118.8,0
4-1001530,1,184.8,0
4-1001531,1,1016,0
4-1001532,1,321.6,0
4-1001533,1,586.8,0
4-1001534,1,100.8,0
4-1001535,1,498,0
4-1001536,1,220.8,0
4-1001537,1,668,0
4-1001538,1,118.8,0
4-1001540,1,1248,0
4-1001541,1,998,0
4-1001542,1,364.8,0
4-1001543,1,693.6,0
4-1001544,1,648,0
4-1001545,1,285.6,0
4-1001546,1,1248,0
4-1001548,1,28,0
4-1001550,1,428,0
4-1001551,1,588,0
4-1001552,1,30,0
4-1001553,1,299.6,0
4-1001554,1,348,0
4-1001555,1,508,0
4-1001556,1,285.6,0
4-1001558,1,828,0
4-1001559,1,440.6,0
4-1001560,1,328,0
4-1001562,1,367.2,0
4-1001564,1,298,0
4-1001566,1,468,0
4-1001567,1,352.8,0
4-1001568,1,928,0
4-1001569,1,548,0
4-1001570,1,127,0
4-1001571,1,548,0
4-1001574,1,297.6,0
4-1001575,1,280.8,0
4-1001576,1,364.8,0
4-1001578,1,628,0
4-1001579,1,328,0
4-1001580,1,468,0
4-1001581,1,304.8,0
4-1001582,1,158,0
4-1001583,1,568,0
4-1001587,1,628,0
4-1001588,1,148,0
4-1001591,1,984,0
4-1001592,1,488,0
4-1001593,1,836,0
4-1001594,1,468,0
4-1001595,1,428,0
4-1001596,1,468,0
4-1001597,1,936,0
4-1001598,1,468,0
4-1001599,1,244.8,0
4-1001600,1,518.4,0
4-1001601,1,220.8,0
4-1001603,1,378,0
4-1001604,1,400.8,0
4-1001606,1,340.8,0
4-1001607,1,406.8,0
4-1001610,1,254,0
4-1001611,1,568,0
4-1001612,1,98,0
4-1001613,1,232.8,0
4-1001614,1,58.8,0
4-1001615,1,154,0
4-1001616,1,234,0
4-1001617,1,254,0
4-1001618,1,441.6,0
4-1001619,1,154,0
4-1001621,1,778,0
4-1001626,1,320.8,0
4-1001627,1,304,0
4-1001628,1,172.8,0
4-1001630,1,648,0
4-1001634,1,204,0
4-1001635,1,626,0
4-1001636,1,339.6,0
4-1001638,1,324,0
4-1001640,1,492,0
4-1001641,1,468,0
4-1001642,1,2524.8,0
4-1001643,1,467.6,0
4-1001645,1,408,0
4-1001646,1,618,0
4-1001647,1,234,0
4-1001650,1,352,0
4-1001651,1,378,0
4-1001653,1,194,0
4-1001654,1,467.6,0
4-1001655,1,184,0
4-1001656,1,408,0
4-1001657,1,199,0
4-1001659,1,602,0
4-1001660,1,458,0
4-1001661,1,194,0
4-1001662,1,428,0
4-1001663,1,99,0
4-1001665,1,786,0
4-1001666,1,508,0
4-1001667,1,164,0
4-1001668,1,424.8,0
4-1001669,1,234,0
4-1001670,1,234,0
4-1001671,1,259,0
4-1001672,1,870.8,0
4-1001674,1,528,0
4-1001675,1,28,0
4-1001676,1,328.8,0
4-1001677,1,364.8,0
4-1001678,1,588,0
4-1001679,1,628,0
4-1001680,1,588,0
4-1001681,1,498,0
4-1001682,1,264,0
4-1001683,1,324,0
4-1001684,1,448.8,0
4-1001685,1,378,0
4-1001686,1,488,0
4-1001687,1,792.8,0
4-1001688,1,172.8,0
4-1001691,1,234,0
4-1001693,1,148,0
4-1001694,1,98,0
4-1001695,1,556.8,0
4-1001697,1,368,0
4-1001698,1,194,0
4-1001699,1,154,0
4-1001701,1,204,0
4-1001702,1,274,0
4-1001703,1,244.8,0
4-1001704,1,234,0
4-1001705,1,204,0
4-1001706,1,99,0
4-1001707,1,649.6,0
4-1001709,1,194,0
4-1001711,1,378,0
4-1001713,1,368,0
4-1001715,1,234,0
4-1001716,1,408,0
4-1001719,1,294,0
4-1001720,1,1248,0
4-1001722,1,280.8,0
4-1001723,1,698,0
4-1001725,1,557.2,0
4-1001726,1,478,0
4-1001727,1,199,0
4-1001728,1,208,0
4-1001729,1,468,0
4-1001731,1,254,0
4-1001732,1,304,0
4-1001734,1,79,0
4-1001735,1,254,0
4-1001736,1,618,0
4-1001738,1,128,0
4-1001740,1,204,0
4-1001751,1,128,0
4-1001752,1,146.16,0
4-1001753,1,205.45,0
4-1001754,1,308,0
4-1001756,1,163.8,0
4-1001758,1,588,0
4-1001759,1,128.8,0
4-1001760,1,41.16,0
4-1001761,1,410.76,0
4-1001762,1,1036,0
4-1001763,1,142.8,0
4-1001764,1,58.8,0
4-1001765,1,378,0
4-1001774,1,244.02,0
4-1001775,1,524.16,0
4-1001777,1,541,0
4-1001778,1,248.92,0
4-1001779,1,428,0
4-1001780,1,327.32,0
4-1001781,1,516,0
4-1001782,1,45,0
4-1001783,1,453.6,0
4-1001784,1,576,0
4-1001785,1,568,0
4-1001787,1,425.67,0
4-1001788,1,191.8,0
4-1001790,1,248,0
4-1001792,1,83.16,0
4-1001794,1,69.3,0
4-1001795,1,268.52,0
4-1001796,1,357.2,0
4-1001797,1,328,0
4-1001798,1,408,0
4-1001800,1,244,0
4-1001801,1,383.6,0
4-1001802,1,108,0
4-1001803,1,376.8,0
4-1001804,1,324,0
4-1001805,1,588,0
4-1001806,1,84,0
4-1001807,1,189,0
4-1001808,1,204,0
4-1001809,1,304,0
4-1001811,1,232.8,0
4-1001812,1,468,0
4-1001813,1,488,0
4-1001814,1,229.6,0
4-1001815,1,308,0
4-1001816,1,596,0
4-1001817,1,530,0
4-1001819,1,94,0
4-1001820,1,244,0
4-1001821,1,736,0
4-1001823,1,99,0
4-1001824,1,453.6,0
4-1001826,1,204,0
4-1001827,1,65.4,0
4-1001829,1,274,0
4-1001831,1,408,0
4-1001832,1,214,0
4-1001834,1,308,0
4-1001836,1,185.22,0
4-1001837,1,174.3,0
4-1001838,1,142.8,0
4-1001841,1,317.1,0
4-1001843,1,408,0
4-1001846,1,1056,0
4-1001847,1,168,0
4-1001848,1,135.8,0
4-1001850,1,163.8,0
4-1001853,1,696,0
4-1001854,1,615.6,0
4-1001855,1,163.8,0
4-1001856,1,448,0
4-1001857,1,230.16,0
4-1001860,1,468,0
4-1001861,1,379.8,0
4-1001862,1,142.8,0
4-1001863,1,142.8,0
4-1001864,1,378,0
4-1001866,1,188,0
4-1001867,1,142.8,0
4-1001868,1,486,0
4-1001870,1,335.16,0
4-1001871,1,198.8,0
4-1001872,1,548,0
4-1001873,1,378,0
4-1001874,1,498,0
4-1001876,1,468,0
4-1001878,1,369.6,0
4-1001879,1,154.8,0
4-1001880,1,508,0
4-1001881,1,798,0
4-1001882,1,249,0
4-1001883,1,328,0
4-1001885,1,204,0
4-1001886,1,244,0
4-1001888,1,294,0
4-1001889,1,388,0
4-1001892,1,284,0
4-1001893,1,244,0
4-1001895,1,548,0
4-1001896,1,488,0
4-1001898,1,284,0
4-1001900,1,168,0
4-1001901,1,204,0
4-1001902,1,74,0
4-1001903,1,796,0
4-1001906,1,234,0
4-1001908,1,568,0
4-1001910,1,777.6,0
4-1001913,1,348,0
4-1001914,1,189,0
4-1001915,1,208,0
4-1001916,1,398,0
4-1001917,1,588,0
4-1001918,1,124,0
4-1001919,1,15,0
4-1001922,1,294,0
4-1001923,1,438,0
4-1001926,1,678,0
4-1001927,1,234,0
4-1001928,1,1344,0
4-1001930,1,408,0
4-1001931,1,408,0
4-1001932,1,998,0
4-1001934,1,148,0
4-1001935,1,208,0
4-1001942,1,453.6,0
4-1001943,1,328,0
4-1001945,1,334,0
4-1001946,1,334,0
4-1001947,1,678,0
4-1001949,1,518.8,0
4-1001950,1,498,0
4-1001952,1,468,0
4-1001953,1,327.6,0
4-1001954,1,284,0
4-1001955,1,328,0
4-1001956,1,408,0
4-1001957,1,34,0
4-1001958,1,256.8,0
4-1001960,1,184,0
4-1001961,1,408,0
4-1001964,1,528,0
4-1001966,1,280.8,0
4-1001967,1,118.8,0
4-1001968,1,214,0
4-1001970,1,468,0
4-1001971,1,568,0
4-1001976,1,64.8,0
4-1001977,1,1348.8,0
4-1001980,1,208.8,0
4-1001982,1,304.8,0
4-1001983,1,225.6,0
4-1001985,1,352.8,0
4-1001986,1,200.4,0
4-1001987,1,119.4,0
4-1001988,1,334.08,0
4-1001989,1,278.4,0
4-1001991,1,70.8,0
4-1001992,1,100.8,0
4-1001993,1,304.8,0
4-1001997,1,748.8,0
4-1001998,1,280.8,0
4-1001999,1,194.4,0
4-1002000,1,328.8,0
4-1002002,1,238.08,0
4-1002004,1,161.28,0
4-1002005,1,230.16,0
4-1002009,1,568,0
4-1002010,1,244.8,0
4-1002012,1,288,0
4-1002013,1,268.8,0
4-1002014,1,234,0
4-1002015,1,145.6,0
4-1002016,1,414,0
4-1002017,1,294,0
4-1002018,1,257.6,0
4-1002019,1,355.6,0
4-1002020,1,74,0
4-1002021,1,254,0
4-1002023,1,220.8,0
4-1002024,1,604.8,0
4-1002025,1,328,0
4-1002026,1,1114,0
4-1002027,1,194,0
4-1002028,1,388,0
4-1002029,1,303.6,0
4-1002031,1,229.6,0
4-1002032,1,196.8,0
4-1002033,1,52,0
4-1002034,1,507.6,0
4-1002035,1,222,0
4-1002036,1,324,0
4-1002037,1,220.8,0
4-1002040,1,232.8,0
4-1002041,1,778,0
4-1002042,1,586.8,0
4-1002043,1,229.6,0
4-1002044,1,244,0
4-1002045,1,285.6,0
4-1002046,1,184,0
4-1002048,1,254,0
4-1002049,1,280.8,0
4-1002050,1,164,0
4-1002051,1,848,0
4-1002053,1,410.8,0
4-1002054,1,598.8,0
4-1002055,1,229.6,0
4-1002056,1,204,0
4-1002058,1,234,0
4-1002059,1,285.6,0
4-1002063,1,314,0
4-1002064,1,244,0
4-1002066,1,284,0
4-1002067,1,498,0
4-1002068,1,149.8,0
4-1002069,1,142.8,0
4-1002070,1,226.8,0
4-1002073,1,226.8,0
4-1002074,1,230.16,0
4-1002075,1,163.8,0
4-1002076,1,149.8,0
4-1002077,1,162.96,0
4-1002078,1,349.72,0
4-1002080,1,198.8,0
4-1002081,1,156.8,0
4-1002082,1,229.6,0
4-1002084,1,246.96,0
4-1002085,1,327.32,0
4-1002086,1,212.8,0
4-1002090,1,196.56,0
4-1002092,1,191.8,0
4-1002093,1,978,0
4-1002095,1,163.8,0
4-1002096,1,190.12,0
4-1002097,1,512.12,0
4-1002098,1,149.8,0
4-1002099,1,425.6,0
4-1002100,1,110.23,0
4-1002102,1,473.2,0
4-1002103,1,196.56,0
4-1002104,1,180.32,0
4-1002105,1,246.96,0
4-1002106,1,334.6,0
4-1002107,1,281.26,0
4-1002110,1,135.8,0
4-1002111,1,1053.2,0
4-1002112,1,244,0
4-1002113,1,376.8,0
4-1002114,1,697.2,0
4-1002115,1,489,0
4-1002116,1,94,0
4-1002117,1,693,0
4-1002119,1,1026,0
4-1002120,1,566,0
4-1002121,1,234,0
4-1002122,1,578,0
4-1002123,1,117.6,0
4-1002124,1,430.4,0
4-1002126,1,234,0
4-1002127,1,424,0
4-1002128,1,580.2,0
4-1002129,1,280.8,0
4-1002130,1,234,0
4-1002131,1,467.6,0
4-1002132,1,280.8,0
4-1002134,1,588,0
4-1002136,1,582,0
4-1002138,1,528,0
4-1002139,1,184,0
4-1002141,1,194,0
4-1002142,1,128,0
4-1002144,1,626,0
4-1002145,1,267.2,0
4-1002146,1,147.2,0
4-1002147,1,147.2,0
4-1002148,1,391.2,0
4-1002150,1,243.6,0
4-1002151,1,608,0
4-1002152,1,222.4,0
4-1002153,1,163.2,0
4-1002154,1,326.4,0
4-1002155,1,171.2,0
4-1002156,1,115.2,0
4-1002157,1,219.2,0
4-1002159,1,376.8,0
4-1002161,1,203.2,0
4-1002164,1,398,0
4-1002165,1,187.2,0
4-1002166,1,155.2,0
4-1002168,1,267.2,0
4-1002170,1,235.2,0
4-1002171,1,448,0
4-1002172,1,80.8,0
4-1002173,1,10.4,0
4-1002174,1,428,0
4-1002176,1,203.2,0
4-1002177,1,187.2,0
4-1002178,1,250.4,0
4-1002180,1,267.2,0
4-1002181,1,131.2,0
4-1002182,1,27.2,0
4-1002183,1,38.4,0
4-1002184,1,424,0
4-1002186,1,267.2,0
4-1002187,1,39.2,0
4-1002188,1,51.2,0
4-1002189,1,560,0
4-1002190,1,219.2,0
4-1002191,1,203.2,0
4-1002192,1,235.2,0
4-1002193,1,187.2,0
4-1002194,1,259.2,0
4-1002196,1,155.2,0
4-1002197,1,251.2,0
4-1002198,1,388,0
4-1002199,1,267.2,0
4-1002200,1,227.2,0
4-1002202,1,163.2,0
4-1002204,1,226.8,0
4-1002205,1,568,0
4-1002206,1,59.2,0
4-1002207,1,508,0
4-1002208,1,265.6,0
4-1002210,1,219.2,0
4-1002211,1,259.2,0
4-1002212,1,334.4,0
4-1002213,1,388,0
4-1002214,1,235.2,0
4-1002215,1,439.2,0
4-1002216,1,203.2,0
4-1002217,1,475.2,0
4-1002218,1,187.2,0
4-1002220,1,219.2,0
4-1002221,1,246.4,0
4-1002222,1,408,0
4-1002224,1,32.8,0
4-1002225,1,267.2,0
4-1002226,1,199.2,0
4-1002227,1,378,0
4-1002228,1,234.4,0
4-1002229,1,499.2,0
4-1002230,1,171.2,0
4-1002231,1,908.8,0
4-1002232,1,131.2,0
4-1002234,1,163.2,0
4-1002235,1,203.2,0
4-1002236,1,458.4,0
4-1002237,1,286.4,0
4-1002238,1,282.4,0
4-1002239,1,267.2,0
4-1002240,1,235.2,0
4-1002241,1,250.4,0
4-1002242,1,498,0
4-1002243,1,79.2,0
4-1002245,1,227.2,0
4-1002246,1,319.2,0
4-1002247,1,328,0
4-1002248,1,254.4,0
4-1002250,1,294,0
4-1002251,1,243.2,0
4-1002252,1,232.8,0
4-1002254,1,234,0
4-1002257,1,271.6,0
4-1002258,1,147.2,0
4-1002260,1,608,0
4-1002261,1,388,0
4-1002262,1,39,0
4-1002263,1,163.2,0
4-1002264,1,194,0
4-1002265,1,254,0
4-1002266,1,68.6,0
4-1002267,1,522,0
4-1002268,1,288,0
4-1002270,1,448,0
4-1002271,1,339,0
4-1002272,1,464.4,0
4-1002273,1,299.2,0
4-1002274,1,1056,0
4-1002276,1,843.6,0
4-1002277,1,408,0
4-1002278,1,79.2,0
4-1002279,1,928,0
4-1002280,1,508,0
4-1002281,1,74,0
4-1002284,1,414,0
4-1002285,1,528,0
4-1002286,1,548,0
4-1002291,1,468,0
4-1002292,1,234,0
4-1002293,1,234,0
4-1002294,1,232.8,0
4-1002295,1,428,0
4-1002296,1,196.8,0
4-1002297,1,388,0
4-1002298,1,235.2,0
4-1002299,1,267.2,0
4-1002300,1,397.6,0
4-1002301,1,234,0
4-1002302,1,478,0
4-1002303,1,896.2,0
4-1002305,1,74,0
4-1002307,1,528,0
4-1002308,1,428,0
4-1002309,1,164,0
4-1002312,1,220.8,0
4-1002314,1,299,0
4-1002315,1,189,0
4-1002316,1,374,0
4-1002318,1,508,0
4-1002320,1,255.6,0
4-1002324,1,328,0
4-1002325,1,414,0
4-1002327,1,294,0
4-1002328,1,164,0
4-1002329,1,468,0
4-1002331,1,468,0
4-1002332,1,204,0
4-1002333,1,294,0
4-1002336,1,299,0
4-1002337,1,528,0
4-1002339,1,528,0
4-1002340,1,314,0
4-1002341,1,234,0
4-1002345,1,592,0
4-1002346,1,194,0
4-1002347,1,294,0
4-1002348,1,348,0
4-1002349,1,406.4,0
4-1002350,1,498,0
4-1002353,1,99,0
4-1002354,1,268,0
4-1002356,1,184.8,0
4-1002357,1,274,0
4-1002360,1,164,0
4-1002361,1,936,0
4-1002362,1,468,0
4-1002363,1,226.8,0
4-1002365,1,388,0
4-1002366,1,568,0
4-1002367,1,254,0
4-1002368,1,388,0
4-1002369,1,508,0
4-1002370,1,84,0
4-1002371,1,68,0
4-1002372,1,313.2,0
4-1002373,1,254,0
4-1002374,1,388,0
4-1002375,1,428,0
4-1002376,1,457.2,0
4-1002377,1,828,0
4-1002378,1,64,0
4-1002379,1,234,0
4-1002380,1,194,0
4-1002381,1,274,0
4-1002382,1,184,0
4-1002383,1,293,0
4-1002384,1,234,0
4-1002385,1,234,0
4-1002386,1,288,0
4-1002390,1,428,0
4-1002391,1,254,0
4-1002392,1,528,0
4-1002393,1,187.2,0
4-1002394,1,267.2,0
4-1002395,1,1344,0
4-1002396,1,20,0
4-1002397,1,352,0
4-1002398,1,328,0
4-1002399,1,264,0
4-1002400,1,508,0
4-1002401,1,428,0
4-1002402,1,599.8,0
4-1002403,1,388,0
4-1002404,1,204,0
4-1002405,1,234,0
4-1002406,1,482,0
4-1002407,1,978,0
4-1002408,1,350.4,0
4-1002409,1,468,0
4-1002410,1,468,0
4-1002412,1,503.28,0
4-1002414,1,348,0
4-1002415,1,128,0
4-1002416,1,508,0
4-1002417,1,234,0
4-1002418,1,517.1,0
4-1002419,1,408,0
4-1002420,1,428,0
4-1002421,1,496,0
4-1002422,1,448,0
4-1002423,1,429.6,0
4-1002425,1,148,0
4-1002426,1,608,0
4-1002427,1,408,0
4-1002429,1,254,0
4-1002430,1,928,0
4-1002431,1,274,0
4-1002432,1,249,0
4-1002433,1,299.6,0
4-1002434,1,274,0
4-1002443,1,288,0
4-1002444,1,408,0
4-1002445,1,368,0
4-1002446,1,208,0
4-1002447,1,568,0
4-1002448,1,618,0
4-1002449,1,317.8,0
4-1002450,1,293,0
4-1002451,1,568,0
4-1002452,1,376.8,0
4-1002453,1,263,0
4-1002455,1,682.38,0
4-1002456,1,948,0
4-1002459,1,428,0
4-1002460,1,64,0
4-1002462,1,368,0
4-1002464,1,582,0
4-1002465,1,234,0
4-1002466,1,438,0
4-1002467,1,408,0
4-1002468,1,408,0
4-1002469,1,204,0
4-1002470,1,408,0
4-1002471,1,875.2,0
4-1002472,1,235.2,0
4-1002473,1,194,0
4-1002474,1,624,0
4-1002475,1,489,0
4-1002476,1,294,0
4-1002477,1,228,0
4-1002478,1,428,0
4-1002480,1,719.6,0
4-1002481,1,408,0
4-1002482,1,313.2,0
4-1002483,1,234,0
4-1002484,1,234,0
4-1002485,1,242,0
4-1002486,1,802,0
4-1002487,1,219.2,0
4-1002490,1,146.3,0
4-1002491,1,187.2,0
4-1002492,1,342.4,0
4-1002494,1,451.8,0
4-1002495,1,40,0
4-1002496,1,246.4,0
4-1002497,1,187.2,0
4-1002498,1,41.6,0
4-1002499,1,230.4,0
4-1002502,1,486.4,0
4-1002504,1,278.4,0
4-1002506,1,486.4,0
4-1002507,1,181.44,0
4-1002508,1,939.84,0
4-1002510,1,246.4,0
4-1002511,1,38.4,0
4-1002512,1,75.2,0
4-1002514,1,306,0
4-1002518,1,924.8,0
4-1002520,1,499.2,0
4-1002521,1,288,0
4-1002522,1,204,0
4-1002523,1,1106,0
4-1002524,1,796,0
4-1002525,1,388,0
4-1002527,1,288,0
4-1002530,1,428,0
4-1002532,1,258,0
4-1002533,1,254,0
4-1002534,1,20,0
4-1002535,1,468,0
4-1002536,1,283.2,0
4-1002537,1,244.8,0
4-1002538,1,98,0
4-1002539,1,457.6,0
4-1002540,1,278.25,0
4-1002541,1,204,0
4-1002542,1,98,0
4-1002543,1,576,0
4-1002544,1,1086,0
4-1002546,1,368,0
4-1002547,1,308,0
4-1002548,1,254,0
4-1002549,1,234,0
4-1002550,1,428,0
4-1002551,1,88,0
4-1002552,1,348,0
4-1002553,1,288,0
4-1002554,1,748,0
4-1002555,1,68,0
4-1002556,1,598,0
4-1002557,1,568,0
4-1002558,1,203.2,0
4-1002559,1,408,0
4-1002560,1,226.8,0
4-1002561,1,408,0
4-1002562,1,796,0
4-1002563,1,468,0
4-1002564,1,606,0
4-1002565,1,408,0
4-1002567,1,428,0
4-1002569,1,388,0
4-1002570,1,408,0
4-1002571,1,414.4,0
4-1002572,1,261.12,0
4-1002575,1,72.8,0
4-1002576,1,388,0
4-1002577,1,157.44,0
4-1002578,1,498,0
4-1002579,1,83.2,0
4-1002582,1,198.72,0
4-1002585,1,448,0
4-1002586,1,352.8,0
4-1002587,1,408,0
4-1002588,1,516.8,0
4-1002589,1,441,0
4-1002590,1,408,0
4-1002591,1,468,0
4-1002592,1,668,0
4-1002593,1,398,0
4-1002594,1,916,0
4-1002595,1,388,0
4-1002596,1,475.2,0
4-1002597,1,824,0
4-1002598,1,408,0
4-1002599,1,766,0
4-1002601,1,716,0
4-1002603,1,25,0
4-1002604,1,736,0
4-1002606,1,294,0
4-1002607,1,293,0
4-1002608,1,1156,0
4-1002610,1,798,0
4-1002611,1,508,0
4-1002612,1,308,0
4-1002613,1,408,0
4-1002614,1,376.8,0
4-1002616,1,528,0
4-1002617,1,163.2,0
4-1002618,1,308,0
4-1002620,1,208,0
4-1002621,1,1056,0
4-1002622,1,778,0
4-1002624,1,488,0
4-1002625,1,367.2,0
4-1002626,1,30,0
4-1002628,1,408,0
4-1002629,1,408,0
4-1002630,1,1944.8,0
4-1002632,1,493.2,0
4-1002633,1,876,0
4-1002634,1,348,0
4-1002637,1,388,0
4-1002638,1,146,0
4-1002639,1,498,0
4-1002640,1,257.6,0
4-1002643,1,285.6,0
4-1002644,1,51.2,0
4-1002645,1,686.8,0
4-1002646,1,163.2,0
4-1002647,1,299.6,0
4-1002649,1,257.6,0
4-1002650,1,208,0
4-1002651,1,172.8,0
4-1002654,1,64.6,0
4-1002657,1,145.4,0
4-1002659,1,847.6,0
4-1002660,1,244.8,0
4-1002661,1,88.8,0
4-1002662,1,368,0
4-1002663,1,342.4,0
4-1002666,1,368,0
4-1002668,1,64.8,0
4-1002669,1,196.8,0
4-1002670,1,468,0
4-1002672,1,690.2,0
4-1002673,1,214,0
4-1002676,1,34,0
4-1002678,1,118,0
4-1002679,1,98,0
4-1002680,1,528,0
4-1002681,1,388,0
4-1002682,1,568,0
4-1002684,1,428,0
4-1002686,1,508,0
4-1002687,1,408,0
4-1002688,1,348,0
4-1002690,1,340.8,0
4-1002692,1,388,0
4-1002693,1,232.8,0
4-1002694,1,208,0
4-1002695,1,745.2,0
4-1002696,1,254,0
4-1002697,1,388,0
4-1002699,1,367.2,0
4-1002700,1,194,0
4-1002701,1,488.8,0
4-1002702,1,408,0
4-1002703,1,448.2,0
4-1002704,1,558,0
4-1002706,1,568,0
4-1002707,1,274,0
4-1002709,1,28,0
4-1002710,1,308,0
4-1002711,1,275.2,0
4-1002712,1,232.8,0
4-1002713,1,1016.8,0
4-1002714,1,565.2,0
4-1002715,1,528,0
4-1002716,1,388,0
4-1002717,1,523,0
4-1002720,1,678,0
4-1002721,1,488,0
4-1002723,1,628,0
4-1002724,1,508,0
4-1002725,1,195.84,0
4-1002726,1,578,0
4-1002729,1,70.8,0
4-1002730,1,608,0
4-1002731,1,398,0
4-1002732,1,204,0
4-1002733,1,1036,0
4-1002734,1,488,0
4-1002735,1,508,0
4-1002736,1,457.2,0
4-1002737,1,14.4,0
4-1002739,1,798,0
4-1002740,1,716,0
4-1002741,1,25,0
4-1002742,1,508,0
4-1002744,1,608,0
4-1002745,1,428,0
4-1002746,1,408,0
4-1002747,1,204,0
4-1002748,1,266,0
4-1002749,1,656,0
4-1002750,1,910.2,0
4-1002751,1,288,0
4-1002753,1,548,0
4-1002754,1,475.2,0
4-1002755,1,120.4,0
4-1002756,1,700.2,0
4-1002757,1,408,0
4-1002758,1,328.8,0
5-1000002,1,213,0
5-1000005,1,0,0
5-1000007,1,313,0
5-1000013,1,1172,0
5-1000014,1,951,0
5-1000015,1,388,0
5-1000039,1,408,0
5-1000070,1,523,0
5-1000071,1,468,0
5-1000090,1,708,0
5-1000104,1,408,0
5-1000106,1,648,0
5-1000115,1,468,0
5-1000121,1,468,0
5-1000152,1,398,0
5-1000153,1,513,0
5-1000155,1,413,0
5-1000157,1,548,0
5-1000161,1,468,0
5-1000162,1,478.27,0
5-1000171,1,148,0
5-1000172,1,488,0
5-1000173,1,428,0
5-1000175,1,448,0
5-1000176,1,448,0
5-1000183,1,548,0
5-1000187,1,148,0
5-1000191,1,588,0
5-1000195,1,268,0
5-1000199,1,558,0
5-1000201,1,148,0
5-1000205,1,448,0
5-1000206,1,548,0
5-1000213,1,698,0
5-1000214,1,468,0
5-1000216,1,398,0
5-1000217,1,848.04,0
5-1000218,1,169.2,0
5-1000219,1,133.2,0
5-1000227,1,13.5,0
5-1000232,1,169.2,0
5-1000234,1,457.2,0
5-1000235,1,439.2,0
5-1000239,1,244.44,0
5-1000241,1,244.44,0
5-1000245,1,331.2,0
5-1000257,1,607.6,0
5-1000258,1,468,0
5-1000260,1,468,0
5-1000261,1,341.6,0
5-1000262,1,793.6,0
5-1000264,1,868,0
5-1000265,1,468,0
5-1000266,1,946,0
5-1000267,1,148,0
5-1000268,1,588,0
5-1000269,1,598,0
5-1000272,1,88,0
5-1000273,1,588,0
5-1000276,1,388,0
5-1000281,1,2595.24,0
5-1000283,1,769.6,0
5-1000284,1,488,0
5-1000286,1,548,0
5-1000288,1,271.6,0
5-1000289,1,607.6,0
5-1000290,1,88,0
5-1000292,1,298,0
5-1000293,1,628,0
5-1000294,1,508,0
5-1000296,1,646,0
5-1000300,1,368,0
5-1000302,1,498,0
5-1000303,1,523.6,0
5-1000307,1,468,0
5-1000309,1,285.6,0
5-1000310,1,298,0
5-1000311,1,148,0
5-1000312,1,428,0
5-1000313,1,546,0
5-1000314,1,498,0
5-1000316,1,453,0
5-1000318,1,428,0
5-1000320,1,568,0
5-1000321,1,408,0
5-1000322,1,528,0
5-1000323,1,327.6,0
5-1000324,1,398,0
5-1000325,1,648,0
5-1000326,1,588,0
5-1000327,1,905.6,0
5-1000328,1,285.6,0
5-1000329,1,468,0
5-1000330,1,299.6,0
5-1000332,1,257.6,0
5-1000333,1,398,0
5-1000334,1,713.6,0
5-1000335,1,588,0
5-1000338,1,1024,0
5-1000339,1,294.84,0
5-1000340,1,368,0
5-1000343,1,959.2,0
5-1000344,1,588,0
5-1000346,1,4111.2,0
5-1000348,1,686,0
5-1000349,1,428,0
5-1000350,1,204.6,0
5-1000352,1,508,0
5-1000353,1,369.6,0
5-1000354,1,498,0
5-1000355,1,588,0
5-1000356,1,556,0
5-1000358,1,786,0
5-1000359,1,588,0
5-1000360,1,398,0
5-1000361,1,528,0
5-1000362,1,158,0
5-1000363,1,468,0
